id,name,years,institutions,countries,affiliations_comment,journal_names,works_count,total_works_count,total_cited_by_count
A5050115544,Raz Yosef,2022,Tel Aviv University,IL,,Middle East Critique,1,39,478
A5043336734;A283059773,Rebeca Raijman,2000;2003;2004;2009;2012;2014;2015;2020;2022;2023;2024;2025,Carmel (Israel);University of Haifa,IL,,Ethnic and Racial Studies;Ethnicities;European Sociological Review (ESR);Journal of Ethnic and Migration Studies (JEMS),14,83,4157
A5010574587,Rebecca Golbert,2001,,,,Journal of Ethnic and Migration Studies (JEMS),1,14,76
A5001045685,Rebecca Kook,1998;2003;2017;2020,Ben-Gurion University of the Negev;University of Haifa,IL,,Ethnic and Racial Studies;Memory Studies;Middle East Journal;Philosophy and Social Criticism,4,35,464
A5028111859,Rebecca S. Hayden,1980,,,,New German Critique,1,21,642
A5075589017,Reed M. Wood,2014,,,"CLAS-H: Religion and Conflict, Center for the Study of",Journal of Human Rights (JHR),1,56,3315
A5033463260,Reem Abou-El-Fadl,2012;2014,,,,British Journal of Middle Eastern Studies (BRISMES);Journal of Palestine Studies,2,36,223
A5009666828,Reeshma Haji,2010,Laurentian University,CA,,Group Processes & Intergroup Relations (GPIR),1,35,459
A5051688278;A5085315727,Regina Sharif,1977,,,Regina Sharif is a Senior Researcher in the International Department of the Institute for Palestine Studies.,Journal of Palestine Studies,2,12,100
A5045761286,Rema Hammami,2018,,,,Current Anthropology,1,46,810
A5059098462,Renan Levine,2004,University of Toronto,CA,,Journal of Politics (JOP),1,25,479
A5008038222,Renana Atia,2025,Hebrew University of Jerusalem,IL,,Personality and Social Psychology Bulletin (PSPB),1,6,14
A5058266588,Renana Keydar,2021,,,,Law and Social Inquiry,1,31,22
A5067026613,Renate Wise,1994,Indiana University Bloomington,US,,British Journal of Middle Eastern Studies (BRISMES),1,2,0
A5010890142,Renee R. Anspach,2007,University of Michigan,US,,American Sociological Review (ASR),1,47,2241
A5086862339,René Aggiouri,1971,,,"René Aggiouri is former editor of L'Orient, Beirut.",Journal of Palestine Studies,2,2,0
A5046743971,René R. Khawam,1995,Délégation Paris 6,FR,,British Journal of Middle Eastern Studies (BRISMES),1,18,14
A5028230688,René Wolf,2007,,,,Journal of Genocide Research (JGR),1,8,146
A5032738413,Reuben Slonim,1983,,,,Journal of Palestine Studies,2,3,2
A5043306123,Reut Itzkovitch-Malka,2024,Open University of Israel,IL,,British Journal of Political Science (BJPolS),1,26,193
A5009594693,Reut ben Kimhy,2024,Bar-Ilan University,IL,,Journal of Loss and Trauma,1,9,205
A5054475142,Reuven Pedatzur,1995,,,,Middle East Journal,1,20,56
A5010423225,Reuven Y. Hazan,2003,,,,Middle East Journal,1,110,4042
A5098159178,Reviewed by Manar H. Makhoul,2021,,,,Journal of Palestine Studies,1,1,3
A5044108424,Rex Brynen,1993;1995;1999;2001;2004;2007;2009;2012;2013,McGill University,CA,,International Journal of Middle East Studies (IJMES);Journal of Palestine Studies;Middle East Journal,11,147,1362
A5029356954,Rex Wingerter,1981;1984,,,Rex B. Wingerter is a free-lance writer living in Washington.,Journal of Palestine Studies,3,16,23
A5037678015,Rhoads Murphey,1999,University of Birmingham,GB,,British Journal of Middle Eastern Studies (BRISMES),1,245,1648
A5077918106,Rhoda Kanaaneh,2003;2006,,,,Journal of Palestine Studies,2,36,918
A5025964854,Rhoda Lois Blumberg,1991,Rutgers Sexual and Reproductive Health and Rights,NL,,Ethnic and Racial Studies,1,24,295
A5043237376,Riad Ashkar,1974,,,"Riad Ashkar is a researcher at the Institute for Palestine Studies, and the co-author of Weapons and Equipment of the Israeli Armed Forces (Beirut: Institute for Palestine Studies, 1971).",Journal of Palestine Studies,1,14,12
A5060062671,Riad Bahhur,2001,,,,International Journal of Middle East Studies (IJMES),1,1,0
A5051309647,Riad Nasser,2013,,,,British Journal of Middle Eastern Studies (BRISMES),1,14,111
A5103743338,Richard A. Clarke,2017,,,,Middle East Journal,1,34,1207
A5111588434,Richard A. Folk,2005,,,,American Journal of International Law (AJIL),1,1,34
A5013197635,Richard A. Williams,1985,,,,American Sociological Review (ASR),1,208,11711
A5044711567,Richard Arens,1983,University of Bridgeport,US,,Journal of Palestine Studies,2,165,4258
A5088439043,Richard Ashby Wilson,2005,University of Connecticut,US,,Human Rights Quarterly,1,246,5924
A5103328968,Richard B. Parker,1993;1994;1996;1997;2001;2002;2003;2004;2008,,,,Journal of Palestine Studies;Middle East Journal,10,63,282
A5018668212,Richard Bartholomew,1999,,,School of Oriental and African Studies,British Journal of Middle Eastern Studies (BRISMES),1,10,45
A5081563351,Richard Breitman,1992;2010,American University,US,,Holocaust and Genocide Studies (HGS);Patterns of Prejudice,2,103,1147
A5081438445,Richard Cottam,1969;1979,University of Pittsburgh,US,,American Political Science Review (APSR),2,67,378
A5111626399,Richard D. Schwartz,1954;1976,Yale University,US,,Law and Society Review;Yale Law Journal,2,211,5819
A5053807240;A5113889369,Richard Falk,1969;1984;2002;2007;2013;2018;2021,Princeton University,US,,American Journal of International Law (AJIL);Journal of Palestine Studies,7,800,7581
A5085425299,Richard Fardon,1991,SOAS University of London;Universidad de Londres;University of London,GB;MX,,Ethnic and Racial Studies,1,261,4385
A5090609339,Richard Francis Crane,2008,,,,Patterns of Prejudice,1,53,450
A5067416960,Richard H. King,1995;1996;1997,University of Nottingham,GB,,Ethnic and Racial Studies,4,202,1564
A5038254090,Richard H. Pfaff,1972,,,,Journal of Politics (JOP),1,14,39
A5089378857,Richard Isralowitz,2020;2021;2022,Ben-Gurion University of the Negev,IL,,Journal of Loss and Trauma,7,129,2315
A5036664711,Richard J. Jones,2012,,,,Middle East Journal,1,497,24157
A5028069486,Richard J. Ward,1971,Washington Center,US,,International Journal of Middle East Studies (IJMES),1,402,12943
A5111892240,Richard Jenkins,1997,University of Sheffield,GB,,Ethnic and Racial Studies,1,157,11466
A5018256962,Richard Landes,2017,Bar-Ilan University,IL,,International Journal of Human Rights (IJHR),1,109,709
A5039404606,Richard Lempert,1983,,,,Law and Society Review,1,164,2356
A5049942569,Richard Mitten,1991;1992,,,Independent historian living in Vienna and author of The Politics of Antisemitic Prejudice. The Waldheim Phenomenon in Austria (1992),Patterns of Prejudice,2,18,2308
A5061013023,Richard N. Lalonde,2010,York University,CA,,Group Processes & Intergroup Relations (GPIR),1,124,4744
A5001116520,Richard P. Hiskes,2010,,,,Human Rights Quarterly,1,97,613
A5110063747,Richard P. Stevens,1981;1983,Georgetown University,US,"Richard P. Stevens is the author of American Zionism and US Foreign Policy, 1942-1947. This paper was prepared for the International Conference on the Legal Aspects of the Palestine Problem with Special Regard to the Question of Jerusalem, Vienna, Austria, November 5-7, 1980.",Journal of Palestine Studies,3,25,115
A5044325739,Richard Parker,1995,,,,Journal of Palestine Studies,1,618,11240
A5087783624,Richard Sosis,2003;2007;2011,University of Connecticut,US,,American Anthropologist;Current Anthropology,3,187,6805
A5053287624,Richard Wilson,1991,,,,Journal of Palestine Studies,1,153,1089
A5080215478,Richard Wright,2010,University of Missouri–St. Louis,US,,The British Journal of Sociology (BJS),1,321,9940
A5028529949,Richard Youngs,2003,,,,Middle East Journal,1,270,2667
A5019989737,Rick Halpern,1997,University College London,GB,,Ethnic and Racial Studies,1,69,610
A5015776003,Rida Blaik Hourani,2011,Emirates College for Advanced Education,AE,,"Social Identities: Journal for the Study of Race, Nation and Culture",1,38,351
A5119952065,Riki Anteby,2025,Hebrew College,US,,Ethnos: Journal of Anthropology,1,1,0
A5021641038,Rina B. Pikkel,2023,University of Haifa,IL,,Law and Social Inquiry,1,6,23
A5028835695,Rina Shachar,1993,Bar-Ilan University,IL,,Ethnic and Racial Studies,1,4,40
A5089356667,Rita Giacaman,2018;2023,,,,Journal of Palestine Studies,2,213,6798
A5080462479,Rita J. Simon,1982;1992;1996,American University;University of Illinois Urbana-Champaign,US,,Ethnic and Racial Studies;International Journal of Middle East Studies (IJMES);Middle East Journal,3,334,5827
A5027904911,Riva Ziperstein,2005,,,"Family Counseling and Medical Psychology , Soraski Medical Hospital , Tel Aviv, Israel",Journal of Loss and Trauma,1,1,18
A5107583030,River J August,2025,University of Utah,US,,Journal of Personality and Social Psychology (JPSP),1,2,2
A5083264950,Rivka A. Eisikovits,2010;2013,University of Haifa,IL,,Ethnicities;Journal of Ethnic and Migration Studies (JEMS),2,40,431
A5006957440,Rivka Davidovitz,2007,Bar-Ilan University,IL,,Journal of Personality and Social Psychology (JPSP),1,1,314
A5088759649,Rivka Tuval-Mashiach,2024,Bar-Ilan University,IL,,Journal of Personality and Social Psychology (JPSP),1,85,5628
A5063222805;A5112798163,Riyad Amin,1978,Hebrew University of Jerusalem,IL,,Journal of Palestine Studies,2,3,6
A5040689853,Riza Yildirim,2013,,,,British Journal of Middle Eastern Studies (BRISMES),1,24,136
A5109147316,Rob Flynn,1990,University of Salford,GB,,Ethnic and Racial Studies,1,56,1794
A5011985692,Rob Witte,1996,,,"Willem Pompe Institute , University of Utrecht , The Netherlands",Ethnic and Racial Studies,1,12,278
A5086972875,Robbie Sabel,2000;2001;2010,Hebrew University of Jerusalem,IL,,American Journal of International Law (AJIL);European Journal of International Law (EJIL),3,117,504
A5064321746,Rober Seth Weiner,2004,,,,Middle East Journal,1,16,0
A5108225032,Robert A. Hanneman,1991,,,,American Journal of Sociology (AJS),1,126,5939
A5079473743,Robert Andersen,2011,University of Toronto,CA,,The British Journal of Sociology (BJS),1,128,4239
A5064297163,Robert Blecher,2009,International Crisis Group,BE,,Journal of Palestine Studies,1,7,99
A5063134471,Robert Brenton Betts,2002,,,,Middle East Journal,1,23,62
A5075878143,Robert Brym,2011;2019,University of Toronto,CA,,Patterns of Prejudice;The British Journal of Sociology (BJS),2,207,2677
A5015278951,Robert Burgess,1990,University of Warwick,GB,,Ethnic and Racial Studies,1,145,6921
A5109207693;A5108796543,Robert Byrd,1992,,,,Journal of Palestine Studies,2,79,3078
A5002503206,Robert C. Ellickson,2006,Yale University,US,,Yale Law Journal,1,125,5710
A5088554776,Robert Cormack,1996,Queen's University Belfast,GB,,Ethnic and Racial Studies,1,383,5029
A5020190747,Robert D. Manning,1996,American University,US,,Ethnic and Racial Studies,1,32,821
A5010931398,Robert E. Harkavy,1986,Pennsylvania State University,US,,American Political Science Review (APSR),2,68,683
A5006430947,Robert F Drinan,1999,,,,Human Rights Quarterly,1,148,526
A5038729316,Robert F. Winch,1972,,,,American Journal of Sociology (AJS),1,96,6001
A5112804903,Robert Fine,2009,,,,Patterns of Prejudice,1,111,1601
A5017709924,Robert Fleisher,1996,,,,Middle East Journal,1,7,13
A5088483662,Robert G. Newby,1981,Wayne State University,US,,Journal of Palestine Studies,1,28,1049
A5050406268,Robert G. Weisbord,1969,University of Rhode Island,US,,Patterns of Prejudice,1,48,442
A5075875388,Robert Gooding‐Williams,1996,Amherst College,US,,Ethnic and Racial Studies,1,85,1603
A5033024138,Robert Hazan,2003,,,,Middle East Journal,1,4,0
A5026904820,Robert Hillenbrand,1995,University of Edinburgh,GB,,British Journal of Middle Eastern Studies (BRISMES),1,155,1092
A5110720348,Robert Howse,2015,New York University,US,,European Journal of International Law (EJIL),1,269,5828
A5000543821;A5078036883,Robert I. Friedman,1983;1986;1987,New York Times,US,,Journal of Palestine Studies,4,15,106
A5053771396,Robert Irwin,1995,Transnational Press London,,,British Journal of Middle Eastern Studies (BRISMES),1,363,2293
A5047634748,Robert J Bookmiller,1997,,,,Middle East Journal,1,11,53
A5090278534,Robert J. Johnson,2009,,,,Journal of Ethnic and Migration Studies (JEMS),1,370,23804
A5064611526,Robert Kaye,2004,London School of Economics and Political Science,GB,,The British Journal of Sociology (BJS),1,11,83
A5029854345,Robert Knight,1990,Loughborough University,GB,,Patterns of Prejudice,1,66,67
A5063595962,Robert Körner,2025,University of Bamberg,DE,,Personality and Social Psychology Bulletin (PSPB),1,50,302
A5064288117,Robert L Crain,1992,Columbia University,US,,Personality and Social Psychology Bulletin (PSPB),1,109,2545
A5086871471,Robert Looney,2000,,,,Middle East Journal,1,526,2589
A5108338833,Robert M. Sauer,2012,,,,Middle East Journal,1,100,1138
A5062517381,Robert Mason,2013,,,,Middle East Journal,1,422,11958
A5038182953,Robert Meister,2010,"University of California, Santa Cruz",US,,Thesis Eleven: Critical Theory and Historical Sociology,1,41,568
A5112733490,Robert Melson,1984;2010,Purdue University West Lafayette,US,,Holocaust and Genocide Studies (HGS);Journal of Politics (JOP),2,98,1510
A5077826399,Robert Miles,1995,University of Glasgow,GB,,Ethnic and Racial Studies,1,252,5914
A5103386561,Robert O. Freedman,1995;1999;2000;2001,Hebrew College,US,,International Journal of Middle East Studies (IJMES);Middle East Journal,5,172,1068
A5001096702,Robert O. Krikorian,2005,,,,Middle East Journal,1,10,21
A5075856832,Robert P. Vallone,1985,,,,Journal of Personality and Social Psychology (JPSP),1,7,3607
A5087631278,Robert Paine,1990;1991;1993;1998,Memorial University of Newfoundland,CA,,American Anthropologist;Ethnic and Racial Studies;Ethnos: Journal of Anthropology,6,870,38171
A5110407899,Robert Rosenthal,1999,Harvard University Press,US,,Journal of Social Issues (JSI),1,615,80538
A5002217775,Robert Rozett,1991;2021,"American Society for Yad Vashem;Ministry of Social Affairs and Social Services;NIOD Institute for War, Holocaust and Genocide Studies",IL;NL;US,,Holocaust and Genocide Studies (HGS),2,23,16
A5110878446,Robert S. Kramer,1994,St. Norbert College,US,,International Journal of Middle East Studies (IJMES),1,199,4488
A5011055396,Robert V. Robinson,1999;2009,Indiana University,US,,American Journal of Sociology (AJS),2,71,2395
A5072147894,Robert Van Lierop,1978,,,"Robert Van Lierop, a New York attorney, is the producer of two films on Mozambique, “A Luta Continua” and “O Povo Organizado.” Currently, he is the co-producer of “Like It Is” on WABC/TV, a weekly news and documentary program oriented toward New York's black and Third World community.",Journal of Palestine Studies,2,3,88
A5064334017,Robert W. Hodge,1973,,,,American Journal of Sociology (AJS),1,92,4465
A5064340784,Robert Wistrich,1991,,,"Jewish Chronicle Professor of Jewish Studies , University College , London",Patterns of Prejudice,1,165,1389
A5101459747,Roberto Mazza,2012,Western Illinois University,US,,International Journal of Middle East Studies (IJMES),1,81,121
A5038450641,Robin A. Harper,2015,"York College, City University of New York",US,,"Social Identities: Journal for the Study of Race, Nation and Culture",1,27,226
A5000519909,Robin Barlow,1982,,,,International Journal of Middle East Studies (IJMES),1,57,2975
A5073048296,Robin Bidwell,1992;1993,Bridge University;University of Cambridge,GB;SS,Cambridge,British Journal of Middle Eastern Studies (BRISMES),2,93,444
A5000636604,Robin Cohen,1990,University of Warwick,GB,,Ethnic and Racial Studies,1,379,13108
A5108566901,Robin D.G. Kelley,2014;2019,,,,Journal of Palestine Studies,2,220,9997
A5086412109,Robin Oakley,1995,University of Bedfordshire,GB,,Ethnic and Racial Studies,1,79,281
A5002049980,Robin Wagner-Pacifici,1996,,,,American Journal of Sociology (AJS),1,100,3211
A5055450800,Robyn Wiegman,1994,Indiana University,US,,Ethnic and Racial Studies,1,94,4884
A5043966612,Rodney Wilson,1997,Durham University,GB,,British Journal of Middle Eastern Studies (BRISMES),1,59,288
A5105198410,Roger Gaess,1985,,,,Journal of Palestine Studies,1,1,0
A5003218340,Roger Giner-Sorolla,2012,University of Kent,GB,,Group Processes & Intergroup Relations (GPIR),1,182,15228
A5004447905,Roger Goodman,1997,Institute for Social Anthropology;University of Oxford,AT;GB,,Ethnic and Racial Studies,1,155,1798
A5046528523,Roger Heacock,1993,,,,Journal of Palestine Studies,2,72,224
A5064909694,Roger Joseph,1977;1981,,,,Current Anthropology,2,38,193
A5112005234,Roger Owen,1978,,,"St Antony's College, Oxford",International Journal of Middle East Studies (IJMES),1,187,3156
A5030664748,Roger S. Boraas,1984,Upsala College,US,,American Anthropologist,1,20,211
A5111720685,Roger W. Smith,2006;2018,University of South Florida;William & Mary,US,,Genocide Studies and Prevention: An International Journal (GSP);Holocaust and Genocide Studies (HGS),5,198,3491
A5001451692,Roger Zetter,1990,Queen Elizabeth’s Academy;University of Oxford,GB,,Ethnic and Racial Studies,1,178,4161
A5070575348,Rogers Brubaker,1997;2014,"University of California, Los Angeles",US,,Ethnic and Racial Studies;Journal of Ethnic and Migration Studies (JEMS),2,191,32991
A5028673689,Roi Zur,2025,,,,Journal of Politics (JOP),1,30,161
A5031046172,Rola el-Husseini,2008,,,,Middle East Journal,1,24,112
A5054378901,Roland Imhoff,2021,University of Cologne,DE,,Group Processes & Intergroup Relations (GPIR),1,238,8369
A5110451501,Roland Littlewood,1996,University College London,GB,,Ethnic and Racial Studies,1,313,4948
A5044895447,Roland Moerland,2018,Park Plaza Hospital,US,,Genocide Studies and Prevention: An International Journal (GSP),1,38,43
A5005104966,Roland Popp,2006,,,,Middle East Journal,1,35,112
A5064403851,Roland Rance,1981,,,"Ronald Rance is Former Coordinator of the British “Volunteers for Palestine,” a programme for assisting the Palestinians in education and community development. This article is extracted from Volunteers for Palestine, to be published in late 1981 by Mifah publishers.",Journal of Palestine Studies,1,3,0
A5064697234,Roland Voize‐Valayre,1988,Université Paris Cité,FR,,Patterns of Prejudice,1,1,0
A5011018703,Roman Vater,2017,Institute for Jewish Policy Research,GB,,British Journal of Middle Eastern Studies (BRISMES),1,18,22
A5050682568,Romina Yalonetzky,2018,University of the Pacific,PE,,Ethnicities,1,6,5
A5033372807,Ron Dudai,2006;2007;2017,Hebrew University of Jerusalem;SOAS University of London;Universidad de Londres;University of London,GB;IL;MX,,Human Rights Quarterly;International Journal of Human Rights (IJHR);Journal of Human Rights (JHR);Law and Social Inquiry,4,57,608
A5091616462,Ron E. Hassner,2014,,,,Middle East Journal,1,95,1014
A5084587951,Ron Levi,2012;2017,Institute of Criminology;University of Toronto,CA;SI,,Du Bois Review: Social Science Research on Race;Ethnic and Racial Studies,2,76,749
A5053430527,Ron Shimelmitz,2017,University of Haifa,IL,,Current Anthropology,1,60,1142
A5080596053,Ron Shouval,1975,,,,Journal of Personality and Social Psychology (JPSP),1,10,154
A5112221883,Ron Smith,2004,Universidad de Londres,MX,,Journal of Social Issues (JSI),1,66,349
A5043325896,Rona Geffen,2014;2020,Goethe University Frankfurt,DE,,Journal of Ethnic and Migration Studies (JEMS),2,12,71
A5012795773,Ronak Husni,1997,Durham University,GB,,British Journal of Middle Eastern Studies (BRISMES),1,27,57
A5113242681,Ronald A. Krauss,1986,American Jewish Committee,US,,Patterns of Prejudice,1,64,384
A5058051336,Ronald Paul Hill,1997,,,,Human Rights Quarterly,1,234,11002
A5108252405,Ronald R. Macintyre,1975,University of Canterbury,NZ,,Journal of Palestine Studies,1,5,11
A5073603806,Ronald R. Stockton,1999;2001;2008,,,,Middle East Journal,3,114,371
A5053435877,Ronald Ranta,2014;2016,Hebrew University of Jerusalem;Kingston University,IL;US,,Ethnic and Racial Studies;Ethnicities,2,78,431
A5111775256,Ronald Taft,1962,,,,American Journal of Sociology (AJS),1,95,1856
A5111688052,Ronald W. Walters,1981,Howard University,US,,Journal of Palestine Studies,1,68,482
A5040208643,Ronald W. Zweig,2021,,,,Journal of Palestine Studies,1,45,290
A5053198278,Ronen A. Cohen,2014;2021,Ariel University,IL,,British Journal of Middle Eastern Studies (BRISMES),2,67,143
A5084986608,Ronen Mandelkern,2010,Max Planck Institute for the Study of Societies;Max Planck Society,DE,,World Politics,1,34,253
A5001261536,Ronen Perry,2014,University of Haifa,IL,,Law and Social Inquiry,1,107,158
A5017005610,Ronen Shamir,1990;1996,,,,Law and Society Review,2,100,3241
A5000852821,Ronen Yitzhak,2003;2015;2017,Western Galilee College,IL,,British Journal of Middle Eastern Studies (BRISMES);Middle East Critique;Middle East Journal,3,34,66
A5068954623,Roni Eisenberg,2017,Technion – Israel Institute of Technology,IL,,Journal of Personality and Social Psychology (JPSP),1,4,83
A5005133755,Roni Mikel Arieli,2019,Hebrew University of Jerusalem,IL,,Journal of Genocide Research (JGR),1,6,10
A5021218068,Roni Porat,2013;2015;2025,Hebrew University of Jerusalem;Reichman University,IL,,Group Processes & Intergroup Relations (GPIR);Personality and Social Psychology Bulletin (PSPB),3,45,2258
A5005866185,Ronit D. Leichtentritt,2024,Tel Aviv University,IL,,Journal of Loss and Trauma,1,67,1153
A5025055695,Ronit Dinovitzer,2012,University of Toronto,CA,,Du Bois Review: Social Science Research on Race,1,55,1625
A5073203129,Ronit Izsak,2007,Bar-Ilan University,IL,,Journal of Personality and Social Psychology (JPSP),1,2,322
A5066601896,Ronit Lentin,1996;2013;2014,Trinity College Dublin,IE,,Ethnic and Racial Studies;Journal of Palestine Studies,3,127,1347
A5027884362,Ronit Shalev,2011,Peres Academic Center,IL,,Journal of Loss and Trauma,1,12,106
A5020118572,Ronnie Olesker,2013;2018,St. Lawrence University,US,,Ethnicities;Middle East Journal,2,25,179
A5087665667,Rosalyn Higgins,1980,,,,American Journal of International Law (AJIL),1,348,4371
A5082757831,Roschanack Shaery-Eisenlohr,2007,Washington University in St. Louis,US,,International Journal of Middle East Studies (IJMES),1,15,199
A5090563090,Rose Yukich,2021,University of Auckland,NZ,,Ethnicities,1,3,24
A5042342004,Roselle Tekiner,1991,Eckerd College,US,,International Journal of Middle East Studies (IJMES),1,7,15
A5000607454,Rosemary Sayigh,1981;1985;1995,American University of Beirut,LB,"Rosemary Sayigh is the author of The Palestinians: From Peasants to Revolutionaries (London: Zed Press, 1979). She is at present engaged on a field study on the politicization of Palestinian women, made possible by a research grant from the Institute for Arab Studies, Boston.",Journal of Palestine Studies,3,84,942
A5054770258,Rotem Kahalon,2022,Simon Fraser University,CA,,Personality and Social Psychology Bulletin (PSPB),1,38,558
A5010052996,Rotem Kowner,2001;2023,,,,Journal of Genocide Research (JGR);Patterns of Prejudice,2,149,1089
A5028175453,Rouben Paul Adalian,2020,,,Armenian National Institute,Holocaust and Genocide Studies (HGS),1,20,44
A5082569147,Rouhana,1998,,,,International Journal of Middle East Studies (IJMES),1,3,10
A5028191349,Rowel Genn,1985;1986,,,Research Officer at the IJA,Patterns of Prejudice,2,11,11
A5005523225,Rowena Daw,1997,Transnational Press London,,,International Journal of Human Rights (IJHR),1,11,387
A5050472257,Roxy Moon,2023,,,,Journal of Palestine Studies,1,14,1
A5011646639,Roy Aloni,2024,Ariel University,IL,,Journal of Loss and Trauma,1,46,422
A5025171331,Rozann Rothman,1979;1983,,,,Journal of Politics (JOP),2,21,34
A5090252294,Ruben Andersson,2014,London School of Economics and Political Science,GB,,American Anthropologist,1,73,2548
A5094039663,Ruben Hordijk,2024,Linköping University,SE,,Middle East Critique,1,3,2
A5044730834,Rudolf Gottschalk,1974,,,,International & Comparative Law Quarterly (ICLQ),1,1,0
A5065225317,Rula Jurdi Abisaab,2009,,,,British Journal of Middle Eastern Studies (BRISMES),1,30,292
A5072126494,Rusi Jaspal,2011;2014,De Montfort University;Royal Holloway University of London,GB,,"British Journal of Middle Eastern Studies (BRISMES);Social Identities: Journal for the Study of Race, Nation and Culture",2,288,5325
A5071254933,Russell A. Berman,2017,Stanford University,US,,Holocaust and Genocide Studies (HGS),1,161,1385
A5078924607,Russell A. Stone,1989;1990;1991;1993;1997,"American University;University at Buffalo, State University of New York;University of Washington",US,"Department of SociologyState Univerisy of New York, Buffalo",International Journal of Middle East Studies (IJMES),5,44,785
A5038357379,Russell Buchan,2012,University of Sheffield,GB,,International & Comparative Law Quarterly (ICLQ),1,101,387
A5046988650,Russell E. Lucas,2004,University of Oklahoma,US,,Middle East Journal,1,53,465
A5037400027,Ruth Barzilai-Lumbroso,2022,Bar-Ilan University;Gender Studies,CZ;IL,,Ethnic and Racial Studies,1,2,10
A5018225751,Ruth Blasco,2017,,,,Current Anthropology,1,224,6018
A5037721946,Ruth Butler,1992,Hebrew University of Jerusalem,IL,,Journal of Personality and Social Psychology (JPSP),1,139,6724
A5054395137,Ruth Dassonneville,2025,,,,Journal of Politics (JOP),1,365,3775
A5051235158,Ruth Finnegan,1991,The Open University,GB,,Ethnos: Journal of Anthropology,1,256,6364
A5053047546,Ruth Gruber,1962,,,,American Sociological Review (ASR),1,42,433
A5051047763,Ruth H. Warner,2012,Saint Louis University,US,,Personality and Social Psychology Bulletin (PSPB),1,47,651
A5039698310,Ruth Klinov,1974,Hebrew College,US,,American Political Science Review (APSR),1,15,43
A5003915973,Ruth Landau,2013,Hebrew University of Jerusalem,IL,,Journal of Loss and Trauma,1,298,7531
A5016262225,Ruth Lapidoth,1983;1991,Hebrew University of Jerusalem,IL,,American Journal of International Law (AJIL);European Journal of International Law (EJIL),2,304,615
A5078300364,Ruth Malkinson,2009,Tel Aviv University,IL,,Journal of Loss and Trauma,1,76,1217
A5065464450,Ruth Margolies Beitler,1995,,,,Middle East Journal,1,9,70
A5015252214,Ruth R. Wisse,1991,McGill University,CA,,Patterns of Prejudice,1,44,644
A5036598968,Ruth Wedgwood,2005,,,,American Journal of International Law (AJIL),1,101,1293
A5035356932,Ruth Wodak,1991,Center for Applied Linguistics;University of Vienna,AT;US,,Patterns of Prejudice,1,754,43143
A5032642289,Ruth Zafran,2019,Reichman University,IL,,Law and Social Inquiry,1,19,40
A5069049170,Ruthie Ginsburg,2011;2019,Bar-Ilan University;Tel Aviv University,IL,,"Journal of Human Rights (JHR);Theory, culture, and society",2,21,23
A5024790234,Ruthie Pliskin,2014;2023,Leiden University;Reichman University;Tel Aviv University,IL;NL,,Group Processes & Intergroup Relations (GPIR);Personality and Social Psychology Bulletin (PSPB),3,61,1421
A5005325651,Ruti Lifshitz-Oron,2008,Ben-Gurion University of the Negev,IL,,"Social Identities: Journal for the Study of Race, Nation and Culture",1,1,5
A5051710833,Ryan Bakker,2025,,,,Journal of Politics (JOP),1,51,1150
A5058897045,Ryan D. Enos,2016;2018,Harvard University Press,US,,American Political Science Review (APSR);Journal of Politics (JOP),2,185,2466
A5052044217,Ryan Shandler,2021,University of Haifa,IL,,British Journal of Political Science (BJPolS),1,29,2557
A5089434814,S. Abdullah Schleifer,1971;1972,,,"As Middle East correspondent for Jeune Afrique, Abdullah Schleifer has reported extensively on developments in the Palestinian guerrilla movement.;S. Abdullah Schleifer was formerly Managing Editor of the Palestine News, the English language daily published in Jerusalem until the June War, of which he was an eye witness. His personal account of the war, The Fall of Jerusalem, from which this article has been drawn, will be published by Monthly Review Press, New York, in Spring 1972.",Journal of Palestine Studies,3,40,8
A5081246652,S. Bolkosky,2009,University of Michigan,US,,Holocaust and Genocide Studies (HGS),1,44,465
A5097092160,S. D. Kunin,1999,,,,Journal of the Royal Anthropological Institute (JRAI),1,1,88
A5111659796,S. Da'Na,2013,University of Wisconsin–Parkside,US,,"Social Identities: Journal for the Study of Race, Nation and Culture",1,3,10
A5035311758,S. Jonathon O’Donnell,2020,University College Dublin,IE,,Ethnic and Racial Studies,1,40,127
A5050119224,S. M. Koffler,1975,UNESCO,FR,,Journal of Palestine Studies,1,1,0
A5037175202,S. Michael Lynk,2006,Western University,CA,,Netherlands Quarterly of Human Rights (NQHR),1,14,16
A5113023521;A5033527057,S. N. Eisenstadt,1951;1955;1968;1969,,,,American Journal of Sociology (AJS);American Sociological Review (ASR);The British Journal of Sociology (BJS),6,591,15684
A5026854164,S. Peter Cowe,1995,,,,Middle East Journal,1,60,524
A5074123677,S. Spilerman,1976;1996;2004,Columbia University,US,University of Wisconsin,American Journal of Sociology (AJS);European Sociological Review (ESR),3,87,4183
A5038636749,S. V. Mallison,1974,,,,Journal of Palestine Studies,1,3,2
A5045843331,Sarah Rogers,2003,,,,International Journal of Middle East Studies (IJMES),1,70,1520
A5072254967,Simha F. Landau,1981;1988,Hebrew University of Jerusalem,IL,,Current Anthropology;European Sociological Review (ESR),2,102,1918
A5042975485,Stefaan Walgrave,2017,University of Antwerp,BE,,American Political Science Review (APSR),1,345,10910
A5041252321,Stuart Soroka,2017,University of Michigan,US,,American Political Science Review (APSR),1,284,14140
